# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Fri, 03 Apr 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
138.197.21.160	1
138.197.31.182	1
138.197.35.232	1
138.197.83.73	1
138.197.85.240	1
138.197.151.152	1
138.197.152.81	1
138.197.152.126	1
138.197.152.168	1
138.197.152.232	1
138.197.153.44	1
138.197.159.1	1
138.197.159.2	1
138.197.159.79	1
138.197.159.81	1
138.197.159.128	1
138.197.159.131	1
138.197.159.205	1
138.197.159.234	1
138.197.159.252	1
138.197.160.178	1
138.197.168.116	1
138.197.171.54	1
138.197.181.18	1
138.197.194.83	1
138.199.15.150	1
138.199.19.160	1
138.199.19.180	1
138.199.19.193	1
138.199.35.8	1
138.199.35.98	1
138.204.152.205	1
138.226.237.9	1
138.226.237.38	1
138.226.237.45	1
138.226.237.76	1
138.226.237.102	1
138.226.237.116	1
138.226.237.254	1
138.252.100.201	1
138.252.214.183	1
138.255.160.132	1
139.28.219.70	1
139.28.220.213	1
139.59.0.29	1
139.59.0.38	1
139.59.0.116	1
139.59.0.177	1
139.59.0.218	1
139.59.0.245	1
139.59.1.27	1
139.59.1.29	1
139.59.1.44	1
139.59.1.59	1
139.59.1.157	1
139.59.1.170	1
139.59.1.185	1
139.59.1.250	1
139.59.2.145	1
139.59.2.229	1
139.59.3.14	1
139.59.3.17	1
139.59.3.51	1
139.59.3.182	1
139.59.3.247	1
139.59.4.1	1
139.59.4.30	1
139.59.4.59	1
139.59.4.130	1
139.59.4.155	1
139.59.5.67	1
139.59.5.109	1
139.59.5.160	1
139.59.5.209	1
139.59.6.28	1
139.59.6.92	1
139.59.6.170	1
139.59.6.184	1
139.59.6.192	1
139.59.6.205	1
139.59.6.220	1
139.59.6.234	1
139.59.7.54	1
139.59.7.58	1
139.59.7.77	1
139.59.7.145	1
139.59.7.155	1
139.59.9.34	1
139.59.9.52	1
139.59.9.139	1
139.59.9.167	1
139.59.10.19	1
139.59.10.85	1
139.59.10.88	1
139.59.10.119	1
139.59.11.94	1
139.59.11.181	1
139.59.12.8	1
139.59.12.76	1
139.59.12.224	1
139.59.12.236	1
139.59.13.75	1
139.59.13.217	1
139.59.13.226	1
139.59.14.13	1
139.59.14.101	1
139.59.14.113	1
139.59.14.179	1
139.59.14.197	1
139.59.14.254	1
139.59.16.82	1
139.59.18.31	1
139.59.18.43	1
139.59.18.68	1
139.59.18.238	1
139.59.18.240	1
139.59.19.1	1
139.59.19.32	1
139.59.19.77	1
139.59.19.80	1
139.59.19.103	1
139.59.19.120	1
139.59.19.216	1
139.59.19.233	1
139.59.20.80	1
139.59.20.97	1
139.59.20.141	1
139.59.20.229	1
139.59.20.230	1
139.59.21.3	1
139.59.21.6	1
139.59.21.66	1
139.59.21.125	1
139.59.21.146	1
139.59.23.25	1
139.59.23.41	1
139.59.23.44	1
139.59.23.120	1
139.59.23.169	1
139.59.23.194	1
139.59.23.204	1
139.59.24.169	1
139.59.24.196	1
139.59.24.218	1
139.59.26.46	1
139.59.26.73	1
139.59.26.144	1
139.59.26.174	1
139.59.26.200	1
139.59.26.230	1
139.59.28.215	1
139.59.29.4	1
139.59.29.65	1
139.59.29.160	1
139.59.30.46	1
139.59.30.106	1
139.59.30.229	1
139.59.30.235	1
139.59.31.86	1
139.59.31.125	1
139.59.31.151	1
139.59.31.161	1
139.59.31.222	1
139.59.31.236	1
139.59.31.247	1
139.59.32.33	1
139.59.32.75	1
139.59.32.134	1
139.59.32.163	1
139.59.32.166	1
139.59.32.167	1
139.59.32.183	1
139.59.32.188	1
139.59.32.201	1
139.59.32.209	1
139.59.34.8	1
139.59.34.97	1
139.59.34.102	1
139.59.34.116	1
139.59.34.156	1
139.59.34.157	1
139.59.34.255	1
139.59.35.207	1
139.59.36.12	1
139.59.36.115	1
139.59.36.189	1
139.59.37.15	1
139.59.37.34	1
139.59.37.63	1
139.59.37.184	1
139.59.37.208	1
139.59.37.240	1
139.59.38.35	1
139.59.38.90	1
139.59.38.156	1
139.59.38.158	1
139.59.39.73	1
139.59.39.167	1
139.59.39.214	1
139.59.40.9	1
139.59.40.17	1
139.59.40.171	1
139.59.40.182	1
139.59.42.37	1
139.59.42.169	1
139.59.42.255	1
139.59.43.49	1
139.59.43.107	1
139.59.43.119	1
139.59.43.215	1
139.59.43.242	1
139.59.44.7	1
139.59.44.45	1
139.59.44.100	1
139.59.44.152	1
139.59.44.184	1
139.59.46.81	1
139.59.46.86	1
139.59.46.93	1
139.59.46.96	1
139.59.46.155	1
139.59.46.166	1
139.59.46.198	1
139.59.46.247	1
139.59.47.41	1
139.59.47.91	1
139.59.47.103	1
139.59.47.106	1
139.59.47.217	1
139.59.56.38	1
139.59.56.82	1
139.59.56.198	1
139.59.56.213	1
139.59.56.232	1
139.59.57.16	1
139.59.57.28	1
139.59.57.37	1
139.59.57.46	1
139.59.57.62	1
139.59.57.66	1
139.59.57.68	1
139.59.57.75	1
139.59.57.124	1
139.59.57.140	1
139.59.57.151	1
139.59.57.190	1
139.59.57.193	1
139.59.59.15	1
139.59.59.43	1
139.59.59.97	1
139.59.59.115	1
139.59.59.142	1
139.59.59.240	1
139.59.61.58	1
139.59.61.60	1
139.59.61.131	1
139.59.61.185	1
139.59.61.205	1
139.59.62.103	1
139.59.62.162	1
139.59.62.185	1
139.59.62.200	1
139.59.64.4	1
139.59.64.101	1
139.59.64.112	1
139.59.64.148	1
139.59.64.182	1
139.59.64.200	1
139.59.64.226	1
139.59.64.227	1
139.59.64.231	1
139.59.64.237	1
139.59.65.4	1
139.59.65.197	1
139.59.65.249	1
139.59.66.22	1
139.59.66.30	1
139.59.66.35	1
139.59.66.39	1
139.59.66.89	1
139.59.66.130	1
139.59.66.131	1
139.59.66.150	1
139.59.67.150	1
139.59.67.232	1
139.59.68.56	1
139.59.68.78	1
139.59.68.105	1
139.59.68.159	1
139.59.68.221	1
139.59.69.111	1
139.59.69.186	1
139.59.69.187	1
139.59.69.195	1
139.59.69.206	1
139.59.69.229	1
139.59.70.116	1
139.59.70.134	1
139.59.70.185	1
139.59.70.214	1
139.59.71.7	1
139.59.71.42	1
139.59.71.83	1
139.59.71.120	1
139.59.71.128	1
139.59.71.161	1
139.59.71.201	1
139.59.72.48	1
139.59.72.82	1
139.59.72.115	1
139.59.72.157	1
139.59.74.7	1
139.59.74.49	1
139.59.74.51	1
139.59.74.75	1
139.59.74.78	1
139.59.74.134	1
139.59.74.212	1
139.59.75.85	1
139.59.75.109	1
139.59.75.154	1
139.59.75.217	1
139.59.78.75	1
139.59.78.98	1
139.59.78.146	1
139.59.78.168	1
139.59.78.252	1
139.59.78.253	1
139.59.79.25	1
139.59.79.28	1
139.59.79.75	1
139.59.79.95	1
139.59.79.107	1
139.59.79.121	1
139.59.79.134	1
139.59.79.179	1
139.59.79.237	1
139.59.81.2	1
139.59.81.19	1
139.59.81.138	1
139.59.81.143	1
139.59.81.207	1
139.59.81.232	1
139.59.82.16	1
139.59.82.63	1
139.59.82.70	1
139.59.82.73	1
139.59.82.74	1
139.59.82.87	1
139.59.82.134	1
139.59.82.160	1
139.59.82.165	1
139.59.82.179	1
139.59.82.224	1
139.59.82.225	1
139.59.86.14	1
139.59.86.110	1
139.59.86.136	1
139.59.86.152	1
139.59.86.212	1
139.59.86.213	1
139.59.86.222	1
139.59.89.18	1
139.59.89.35	1
139.59.89.49	1
139.59.89.55	1
139.59.89.56	1
139.59.89.95	1
139.59.89.114	1
139.59.89.120	1
139.59.89.135	1
139.59.89.202	1
139.59.89.236	1
139.59.89.237	1
139.59.90.46	1
139.59.90.59	1
139.59.90.93	1
139.59.90.109	1
139.59.90.122	1
139.59.90.174	1
139.59.91.77	1
139.59.91.210	1
139.59.92.165	1
139.59.93.3	1
139.59.93.35	1
139.59.93.49	1
139.59.93.55	1
139.59.93.205	1
139.59.93.230	1
139.59.93.252	1
139.59.94.26	1
139.59.94.48	1
139.59.94.63	1
139.59.94.64	1
139.59.94.193	1
139.59.94.215	1
139.59.94.216	1
139.59.95.2	1
139.59.95.142	1
139.59.95.245	1
139.59.96.178	1
139.59.101.9	1
139.59.101.58	1
139.59.108.180	1
139.59.111.55	1
139.59.118.72	1
139.59.127.205	1
139.59.132.8	1
139.59.136.184	1
139.59.137.238	1
139.59.143.102	1
139.59.148.217	1
139.59.155.237	1
139.59.157.104	1
139.59.164.98	1
139.59.164.187	1
139.59.164.203	1
139.59.164.207	1
139.59.169.42	1
139.59.171.218	1
139.59.172.233	1
139.59.173.2	1
139.59.173.11	1
139.59.173.20	1
139.59.173.40	1
139.59.173.79	1
139.59.173.80	1
139.59.173.217	1
139.59.179.60	1
139.59.179.154	1
139.59.179.171	1
139.59.181.2	1
139.59.181.138	1
139.59.181.156	1
139.59.181.232	1
139.59.183.159	1
139.59.183.164	1
139.59.189.32	1
139.59.189.45	1
139.59.189.50	1
139.59.189.69	1
139.59.189.226	1
139.59.218.91	1
139.59.224.88	1
139.59.231.238	1
139.59.239.180	1
139.59.243.113	1
139.60.85.21	1
139.64.164.4	1
139.101.93.147	1
139.135.40.1	1
139.135.40.12	1
139.135.40.23	1
139.135.40.40	1
139.135.40.68	1
139.135.40.81	1
139.135.40.86	1
139.135.40.90	1
139.135.40.97	1
139.135.40.101	1
139.135.40.102	1
139.135.40.106	1
139.135.40.107	1
139.135.40.125	1
139.135.40.144	1
139.135.40.153	1
139.135.40.157	1
139.135.40.169	1
139.135.40.180	1
139.135.40.190	1
139.135.40.191	1
139.135.40.193	1
139.135.40.194	1
139.135.40.201	1
139.135.40.234	1
139.135.40.236	1
139.135.40.239	1
139.135.40.246	1
139.135.40.252	1
139.135.40.254	1
139.135.41.4	1
139.135.41.6	1
139.135.41.16	1
139.135.41.22	1
139.135.41.37	1
139.135.41.38	1
139.135.41.49	1
139.135.41.56	1
139.135.41.62	1
139.135.41.63	1
139.135.41.67	1
139.135.41.84	1
139.135.41.86	1
139.135.41.89	1
139.135.41.98	1
139.135.41.99	1
139.135.41.100	1
139.135.41.106	1
139.135.41.111	1
139.135.41.112	1
139.135.41.114	1
139.135.41.119	1
139.135.41.120	1
139.135.41.125	1
139.135.41.129	1
139.135.41.138	1
139.135.41.143	1
139.135.41.151	1
139.135.41.152	1
139.135.41.161	1
139.135.41.162	1
139.135.41.166	1
139.135.41.170	1
139.135.41.173	1
139.135.41.174	1
139.135.41.191	1
139.135.41.195	1
139.135.41.197	1
139.135.41.200	1
139.135.41.203	1
139.135.41.208	1
139.135.41.211	1
139.135.41.213	1
139.135.41.216	1
139.135.41.220	1
139.135.41.222	1
139.135.41.245	1
139.135.42.8	1
139.135.42.11	1
139.135.42.15	1
139.135.42.16	1
139.135.42.36	1
139.135.42.39	1
139.135.42.47	1
139.135.42.55	1
139.135.42.63	1
139.135.42.67	1
139.135.42.119	1
139.135.42.141	1
139.135.42.146	1
139.135.42.149	1
139.135.42.150	1
139.135.42.155	1
139.135.42.162	1
139.135.42.164	1
139.135.42.179	1
139.135.42.181	1
139.135.42.198	1
139.135.42.199	1
139.135.42.213	1
139.135.42.227	1
139.135.42.230	1
139.135.42.234	1
139.135.42.239	1
139.135.42.242	1
139.135.43.3	1
139.135.43.5	1
139.135.43.9	1
139.135.43.24	1
139.135.43.38	1
139.135.43.39	1
139.135.43.42	1
139.135.43.43	1
139.135.43.49	1
139.135.43.54	1
139.135.43.61	1
139.135.43.69	1
139.135.43.77	1
139.135.43.81	1
139.135.43.82	1
139.135.43.95	1
139.135.43.104	1
139.135.43.111	1
139.135.43.120	1
139.135.43.122	1
139.135.43.123	1
139.135.43.124	1
139.135.43.136	1
139.135.43.153	1
139.135.43.155	1
139.135.43.160	1
139.135.43.178	1
139.135.43.190	1
139.135.43.223	1
139.135.44.3	1
139.135.44.26	1
139.135.44.46	1
139.135.44.55	1
139.135.44.64	1
139.135.44.67	1
139.135.44.70	1
139.135.44.72	1
139.135.44.83	1
139.135.44.90	1
139.135.44.98	1
139.135.44.104	1
139.135.44.107	1
139.135.44.130	1
139.135.44.131	1
139.135.44.141	1
139.135.44.145	1
139.135.44.155	1
139.135.44.156	1
139.135.44.157	1
139.135.44.159	1
139.135.44.160	1
139.135.44.162	1
139.135.44.167	1
139.135.44.172	1
139.135.44.174	1
139.135.44.183	1
139.135.44.188	1
139.135.44.225	1
139.135.44.238	1
139.135.44.240	1
139.135.44.241	1
139.135.44.250	1
139.135.44.252	1
139.135.45.0	1
139.135.45.1	1
139.135.45.2	1
139.135.45.5	1
139.135.45.13	1
139.135.45.16	1
139.135.45.27	1
139.135.45.30	1
139.135.45.40	1
139.135.45.61	1
139.135.45.68	1
139.135.45.69	1
139.135.45.75	1
139.135.45.84	1
139.135.45.110	1
139.135.45.120	1
139.135.45.132	1
139.135.45.135	1
139.135.45.136	1
139.135.45.140	1
139.135.45.144	1
139.135.45.146	1
139.135.45.151	1
139.135.45.159	1
139.135.45.162	1
139.135.45.177	1
139.135.45.183	1
139.135.45.206	1
139.135.45.207	1
139.135.45.214	1
139.135.45.218	1
139.135.46.8	1
139.135.46.9	1
139.135.46.20	1
139.135.46.36	1
139.135.46.54	1
139.135.46.64	1
139.135.46.67	1
139.135.46.68	1
139.135.46.71	1
139.135.46.77	1
139.135.46.80	1
139.135.46.88	1
139.135.46.89	1
139.135.46.104	1
139.135.46.108	1
139.135.46.110	1
139.135.46.123	1
139.135.46.151	1
139.135.46.157	1
139.135.46.169	1
139.135.46.174	1
139.135.46.192	1
139.135.46.207	1
139.135.46.214	1
139.135.46.220	1
139.135.46.221	1
139.135.46.224	1
139.135.46.229	1
139.135.46.232	1
139.135.46.238	1
139.135.46.251	1
139.135.59.1	1
139.135.59.11	1
139.135.59.12	1
139.135.59.20	1
139.135.59.42	1
139.135.59.49	1
139.135.59.54	1
139.135.59.71	1
139.135.59.80	1
139.135.59.84	1
139.135.59.85	1
139.135.59.86	1
139.135.59.87	1
139.135.59.90	1
139.135.59.110	1
139.135.59.113	1
139.135.59.140	1
139.135.59.164	1
139.135.59.166	1
139.135.59.168	1
139.135.59.170	1
139.135.59.171	1
139.135.59.174	1
139.135.59.190	1
139.135.59.193	1
139.135.59.202	1
139.135.59.203	1
139.135.59.204	1
139.135.59.205	1
139.135.59.206	1
139.135.59.219	1
139.135.59.232	1
139.135.59.241	1
139.135.59.242	1
139.135.59.247	1
139.135.59.251	1
139.135.59.252	1
139.135.59.253	1
139.135.60.0	1
139.135.60.1	1
139.135.60.3	1
139.135.60.20	1
139.135.60.21	1
139.135.60.23	1
139.135.60.30	1
139.135.60.31	1
139.135.60.34	1
139.135.60.50	1
139.135.60.80	1
139.135.60.84	1
139.135.60.89	1
139.135.60.107	1
139.135.60.148	1
139.135.60.186	1
139.135.60.200	1
139.135.60.232	1
139.135.60.246	1
139.135.60.247	1
139.144.99.248	1
139.144.239.72	1
139.144.239.98	1
139.162.16.55	1
139.162.70.53	1
139.162.109.245	1
139.162.172.105	1
139.162.183.76	1
139.162.205.47	1
139.167.225.122	1
139.180.152.162	1
139.180.204.167	1
139.180.217.35	1
139.180.221.237	1
139.186.128.246	1
139.186.158.83	1
139.186.169.159	1
139.186.173.134	1
139.186.176.211	1
139.186.178.191	1
139.194.211.164	1
139.199.175.139	1
139.210.170.108	1
139.227.76.109	1
140.82.49.216	1
140.84.169.208	1
140.84.175.241	1
140.174.91.233	1
140.174.211.36	1
140.184.2.241	1
140.190.16.26	1
140.228.21.71	1
140.228.21.72	1
140.228.21.73	1
140.228.21.74	1
140.228.21.77	1
140.228.21.79	1
140.228.21.83	1
140.228.21.84	1
140.228.21.85	1
140.228.21.90	1
140.228.21.92	1
140.228.21.93	1
140.228.21.95	1
140.228.21.97	1
140.228.21.98	1
140.228.21.102	1
140.228.21.104	1
140.228.21.106	1
140.228.21.107	1
140.228.21.108	1
140.228.21.109	1
140.228.21.110	1
140.228.21.112	1
140.228.21.114	1
140.228.21.116	1
140.228.21.117	1
140.228.21.118	1
140.228.21.119	1
140.228.21.122	1
140.228.21.123	1
140.228.21.126	1
140.228.21.127	1
140.228.21.128	1
140.228.21.129	1
140.228.21.139	1
140.228.21.144	1
140.228.21.189	1
140.228.21.212	1
140.228.21.213	1
140.228.21.214	1
140.228.21.218	1
140.228.21.224	1
140.228.21.226	1
140.228.21.227	1
140.228.24.26	1
140.228.24.27	1
140.228.24.28	1
140.228.24.29	1
140.228.24.31	1
140.228.24.32	1
140.228.24.34	1
140.228.24.37	1
140.228.24.38	1
140.228.24.39	1
140.228.24.41	1
140.228.24.64	1
140.228.24.65	1
140.228.24.73	1
140.228.24.77	1
140.228.24.83	1
140.228.24.89	1
140.228.24.90	1
140.228.24.95	1
140.228.24.96	1
140.228.24.97	1
140.228.24.99	1
140.228.24.100	1
140.228.24.103	1
140.228.24.104	1
140.228.24.107	1
140.228.24.111	1
140.228.24.112	1
140.228.24.114	1
140.228.24.117	1
140.228.24.121	1
140.228.24.124	1
140.228.24.126	1
140.228.24.131	1
140.228.24.133	1
140.228.24.135	1
140.228.24.137	1
140.228.24.138	1
140.228.24.139	1
140.228.24.143	1
140.228.24.144	1
140.228.24.148	1
140.228.24.150	1
140.228.24.151	1
140.228.24.152	1
140.228.24.154	1
140.228.24.157	1
140.228.24.159	1
140.228.24.160	1
140.228.24.161	1
140.228.24.162	1
140.228.24.163	1
140.228.24.164	1
140.228.24.166	1
140.228.24.167	1
140.228.24.168	1
140.228.24.170	1
140.228.24.172	1
140.228.24.173	1
140.228.24.174	1
140.228.24.175	1
140.228.24.177	1
140.228.24.178	1
140.228.24.179	1
140.228.24.181	1
140.228.24.185	1
140.228.24.186	1
140.228.24.187	1
140.228.24.188	1
140.228.24.191	1
140.228.24.201	1
140.228.24.207	1
140.228.24.210	1
140.228.24.212	1
140.228.24.217	1
140.228.24.218	1
140.228.24.219	1
140.228.24.220	1
140.228.24.221	1
140.228.24.223	1
140.228.24.224	1
140.228.24.227	1
140.228.24.230	1
140.228.24.236	1
140.228.24.237	1
140.228.24.238	1
140.228.24.239	1
140.233.190.45	1
140.233.190.99	1
140.233.190.101	1
140.233.190.114	1
140.233.190.128	1
140.245.42.112	1
140.245.85.101	1
140.245.100.10	1
140.245.102.107	1
140.245.199.158	1
140.245.214.13	1
140.246.238.176	1
140.246.249.133	1
140.249.53.59	1
140.249.204.167	1
140.249.204.237	1
140.249.223.190	1
140.250.136.228	1
141.11.93.40	1
141.82.3.32	1
141.94.17.176	1
141.94.27.49	1
141.94.139.189	1
141.94.237.134	1
141.95.21.213	1
141.95.169.22	1
141.95.193.82	1
141.98.9.12	1
141.98.9.66	1
141.98.9.149	1
141.98.9.151	1
141.98.9.152	1
141.98.10.16	1
141.98.10.25	1
141.98.10.55	1
141.98.10.56	1
141.98.10.87	1
141.98.10.102	1
141.98.10.111	1
141.98.10.134	1
141.98.10.140	1
141.98.10.142	1
141.98.10.146	1
141.98.10.148	1
141.98.10.167	1
141.98.10.169	1
141.98.10.171	1
141.98.10.173	1
141.98.10.195	1
141.98.10.196	1
141.98.10.200	1
141.98.10.203	1
141.98.10.204	1
141.98.11.24	1
141.98.11.26	1
141.98.11.41	1
141.98.11.44	1
141.98.11.55	1
141.98.11.98	1
141.98.11.106	1
141.98.11.115	1
141.98.11.117	1
141.98.11.123	1
141.98.11.134	1
141.98.11.140	1
141.98.11.153	1
141.98.11.158	1
141.98.11.159	1
141.98.11.165	1
141.98.11.169	1
141.98.11.172	1
141.98.11.182	1
141.98.11.188	1
141.98.11.189	1
141.98.83.93	1
141.98.83.106	1
141.98.83.149	1
141.98.83.186	1
141.98.83.200	1
141.98.83.212	1
141.98.255.243	1
141.147.175.186	1
141.148.134.19	1
141.148.153.213	1
141.155.44.84	1
141.224.196.79	1
141.227.137.228	1
141.237.5.110	1
142.44.160.179	1
142.93.0.66	1
142.93.3.44	1
142.93.3.75	1
142.93.3.131	1
142.93.3.139	1
142.93.9.162	1
142.93.20.121	1
142.93.32.12	1
142.93.32.20	1
142.93.32.38	1
142.93.32.118	1
142.93.32.209	1
142.93.39.136	1
142.93.39.187	1
142.93.39.199	1
142.93.39.251	1
142.93.44.74	1
142.93.44.78	1
142.93.45.6	1
142.93.45.30	1
142.93.45.153	1
142.93.45.168	1
142.93.67.13	1
142.93.98.63	1
142.93.122.163	1
142.93.123.109	1
142.93.129.24	1
142.93.129.28	1
142.93.129.76	1
142.93.129.101	1
142.93.129.170	1
142.93.129.190	1
142.93.130.79	1
142.93.130.90	1
142.93.130.122	1
142.93.130.143	1
142.93.130.187	1
142.93.131.93	1
142.93.131.99	1
142.93.131.108	1
142.93.131.205	1
142.93.132.2	1
142.93.132.51	1
142.93.132.67	1
142.93.132.157	1
142.93.132.177	1
142.93.132.202	1
142.93.132.212	1
142.93.133.88	1
142.93.133.99	1
142.93.135.99	1
142.93.135.149	1
142.93.135.167	1
142.93.135.241	1
142.93.136.12	1
142.93.136.62	1
142.93.136.76	1
142.93.136.88	1
142.93.136.121	1
142.93.136.139	1
142.93.136.172	1
142.93.137.28	1
142.93.137.82	1
142.93.137.93	1
142.93.138.8	1
142.93.138.12	1
142.93.138.30	1
142.93.138.34	1
142.93.138.158	1
142.93.139.30	1
142.93.139.33	1
142.93.139.94	1
142.93.139.127	1
142.93.139.139	1
142.93.139.162	1
142.93.139.192	1
142.93.141.39	1
142.93.141.49	1
142.93.141.117	1
142.93.141.170	1
142.93.141.171	1
142.93.141.175	1
142.93.142.60	1
142.93.142.163	1
142.93.142.213	1
142.93.142.230	1
142.93.143.4	1
142.93.143.8	1
142.93.143.9	1
142.93.143.38	1
142.93.143.67	1
142.93.143.96	1
142.93.143.154	1
142.93.143.224	1
142.93.153.75	1
142.93.159.3	1
142.93.208.42	1
142.93.208.56	1
142.93.208.120	1
142.93.208.146	1
142.93.208.223	1
142.93.209.37	1
142.93.209.68	1
142.93.209.83	1
142.93.209.120	1
142.93.209.215	1
142.93.209.218	1
142.93.210.63	1
142.93.210.131	1
142.93.210.143	1
142.93.210.178	1
142.93.210.253	1
142.93.211.29	1
142.93.211.52	1
142.93.211.131	1
142.93.211.205	1
142.93.212.31	1
142.93.212.53	1
142.93.212.58	1
142.93.212.159	1
142.93.212.180	1
142.93.213.238	1
142.93.214.100	1
142.93.214.125	1
142.93.214.169	1
142.93.215.57	1
142.93.215.58	1
142.93.215.61	1
142.93.215.221	1
142.93.216.24	1
142.93.216.53	1
142.93.216.190	1
142.93.216.201	1
142.93.216.239	1
142.93.217.3	1
142.93.217.38	1
142.93.217.105	1
142.93.217.108	1
142.93.217.156	1
142.93.217.163	1
142.93.219.7	1
142.93.219.36	1
142.93.219.39	1
142.93.219.143	1
142.93.220.137	1
142.93.220.169	1
142.93.220.228	1
142.93.221.13	1
142.93.221.20	1
142.93.221.39	1
142.93.221.107	1
142.93.221.123	1
142.93.221.187	1
142.93.224.40	1
142.93.224.188	1
142.93.224.202	1
142.93.225.69	1
142.93.225.93	1
142.93.225.164	1
142.93.225.245	1
142.93.226.130	1
142.93.226.167	1
142.93.226.207	1
142.93.227.22	1
142.93.227.165	1
142.93.227.175	1
142.93.227.179	1
142.93.227.197	1
142.93.228.107	1
142.93.228.117	1
142.93.228.164	1
142.93.229.26	1
142.93.229.156	1
142.93.229.193	1
142.93.229.204	1
142.93.229.238	1
142.93.229.244	1
142.93.230.17	1
142.93.230.37	1
142.93.230.84	1
142.93.230.127	1
142.93.230.252	1
142.93.231.57	1
142.93.231.152	1
142.93.231.188	1
142.93.232.26	1
142.93.232.27	1
142.93.232.187	1
142.93.232.193	1
142.93.232.203	1
142.93.232.219	1
142.93.232.237	1
142.93.233.7	1
142.93.233.56	1
142.93.233.88	1
142.93.233.90	1
142.93.233.120	1
142.93.234.48	1
142.93.234.227	1
142.93.234.251	1
142.93.235.36	1
142.93.235.170	1
142.93.236.78	1
142.93.237.15	1
142.93.237.22	1
142.93.237.32	1
142.93.237.60	1
142.93.237.63	1
142.93.237.96	1
142.93.237.117	1
142.93.237.153	1
142.93.237.195	1
142.93.237.207	1
142.93.237.212	1
142.93.237.241	1
142.93.237.246	1
142.93.238.10	1
142.93.238.119	1
142.93.238.150	1
142.93.238.251	1
142.93.241.66	1
142.93.255.85	1
142.147.89.228	1
142.161.92.150	1
142.171.52.174	1
142.171.227.226	1
142.248.80.57	1
142.248.80.118	1
142.248.80.121	1
142.248.80.123	1
142.248.80.139	1
142.248.80.180	1
142.248.80.187	1
142.248.80.190	1
142.248.80.198	1
143.0.87.237	1
143.20.97.9	1
143.20.185.77	1
143.20.185.80	1
143.20.185.82	1
143.20.185.93	1
143.20.185.96	1
143.20.185.223	1
143.20.185.232	1
143.20.185.252	1
143.42.0.20	1
143.42.1.34	1
143.42.1.71	1
143.42.1.128	1
143.42.1.189	1
143.42.164.127	1
143.42.164.204	1
143.42.173.60	1
143.44.196.133	1
143.47.115.141	1
143.59.229.16	1
143.92.32.30	1
143.95.255.155	1
143.103.44.60	1
143.105.16.225	1
143.105.99.15	1
143.105.99.55	1
143.105.99.99	1
143.105.99.104	1
143.105.99.109	1
143.105.99.197	1
143.105.99.209	1
143.110.147.187	1
143.110.165.170	1
143.110.165.197	1
143.110.165.252	1
143.110.165.253	1
143.110.167.77	1
143.110.167.115	1
143.110.167.129	1
143.110.171.20	1
143.110.171.21	1
143.110.176.6	1
143.110.176.81	1
143.110.176.131	1
143.110.176.158	1
143.110.176.178	1
143.110.176.204	1
143.110.177.20	1
143.110.177.112	1
143.110.177.117	1
143.110.177.130	1
143.110.177.136	1
143.110.177.154	1
143.110.177.208	1
143.110.178.63	1
143.110.178.88	1
143.110.178.97	1
143.110.178.104	1
143.110.178.141	1
143.110.178.165	1
143.110.178.177	1
143.110.178.227	1
143.110.179.1	1
143.110.179.59	1
143.110.179.116	1
143.110.180.107	1
143.110.180.197	1
143.110.180.237	1
143.110.181.56	1
143.110.181.111	1
143.110.181.202	1
143.110.181.215	1
143.110.181.221	1
143.110.182.26	1
143.110.182.62	1
143.110.182.96	1
143.110.182.107	1
143.110.182.132	1
143.110.183.100	1
143.110.183.183	1
143.110.183.235	1
143.110.183.250	1
143.110.184.10	1
143.110.184.42	1
143.110.184.115	1
143.110.184.167	1
143.110.184.192	1
143.110.184.222	1
143.110.184.230	1
143.110.184.253	1
143.110.185.0	1
143.110.185.40	1
143.110.185.61	1
143.110.185.159	1
143.110.185.217	1
143.110.186.31	1
143.110.186.104	1
143.110.186.117	1
143.110.186.214	1
143.110.187.148	1
143.110.187.186	1
143.110.187.218	1
143.110.188.15	1
143.110.188.129	1
143.110.188.162	1
143.110.188.174	1
143.110.188.228	1
143.110.188.243	1
143.110.189.54	1
143.110.189.83	1
143.110.189.105	1
143.110.189.208	1
143.110.189.228	1
143.110.189.253	1
143.110.190.18	1
143.110.190.60	1
143.110.190.75	1
143.110.190.209	1
143.110.197.108	1
143.110.210.115	1
143.110.213.72	1
143.110.215.118	1
143.110.215.187	1
143.110.215.243	1
143.110.217.227	1
143.110.220.48	1
143.110.220.90	1
143.110.220.107	1
143.110.220.155	1
143.110.220.237	1
143.110.220.248	1
143.110.240.20	1
143.110.240.62	1
143.110.240.71	1
143.110.240.169	1
143.110.240.186	1
143.110.241.1	1
143.110.241.63	1
143.110.241.64	1
143.110.241.66	1
143.110.241.68	1
143.110.241.216	1
143.110.242.10	1
143.110.242.143	1
143.110.242.179	1
143.110.242.227	1
143.110.242.230	1
143.110.243.224	1
143.110.245.48	1
143.110.245.62	1
143.110.245.156	1
143.110.245.211	1
143.110.245.247	1
143.110.246.6	1
143.110.246.16	1
143.110.246.43	1
143.110.246.64	1
143.110.246.120	1
143.110.246.216	1
143.110.247.75	1
143.110.247.162	1
143.110.247.179	1
143.110.247.219	1
143.110.247.236	1
143.110.248.16	1
143.110.248.44	1
